Id	Name	Started_Airing	Score	Release_Year	Synopsis	Episodes	Studio	Rating	Type	Source	Genres
32698	Monster Musume no Iru Nichijou OVA	2016-11-12	7.1	2016	"During a physical exam, Miia, Centorea, and Mero discover that they have gained too much weight due to Kimihito Kurusu's delicious cooking. To remedy this, Polt offers them first use of her new pool and gym facility before its grand opening. However, it's not all fun and games, as the three girls' competitive spirits start to flare up!

Meanwhile, when Rachnera Arachnera receives a letter from her previous host family, she finds out that they would like to meet with her and apologize for the events that caused her transfer. But, as it turns out, not only do they want to apologize, they want her back as well! When the family's daughter, Ren Kunanzuki, shows up at the front door, the gang must convince her to let Rachnera stay at Kimihito's house. 

[Written by MAL Rewrite]"	2	Lerche	R+ - Mild Nudity	OVA	Manga	Comedy;Ecchi;Fantasy;Romance
32829	Nobunaga no Shinobi	2016-10-04	7.1	2016	"Rescued from nearly drowning in a river, a young Chidori yearns to pay back her savior's kindness. Though her cute and innocent appearance might not show it, she is actually a highly skilled ninja, so years later, Chidori and her friend Sukezou come to serve under the man who saved her—the ambitious warlord, Nobunaga Oda.

As Nobunaga fights off invading forces and sets his sights upon neighboring lands, Chidori is assigned vital tasks to assure victory, such as gathering information or assassinating key figures. Between taking on these important missions and dealing with the colorful cast of Nobunaga's family and servants, the young ninja is always ready to do her best to lead her master toward greatness.

[Written by MAL Rewrite]"	26	TMS Entertainment	PG-13 - Teens 13 or older	TV	4-koma manga	Comedy
32887	Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria	2017-04-15	7.1	2017	"After having descended upon this world, the gods have created guilds where adventurers can test their mettle. These guilds, known as ""familia,"" grant adventurers the chance to explore, gather, hunt, or simply enjoy themselves.
 
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria begins in Orario, the lively city of adventures. The Sword Princess, Ais Wallenstein, and the novice mage, Lefiya Viridis, are members of the Loki Familia, who are experts at monster hunting. With the rest of their group, they journey to the tower of Babel in hopes of exploring the dungeon underneath. Home to powerful monsters, the dungeon will fulfill Ais's desire to master her sword skills, while bringing Lefiya closer to her dream of succeeding Riveria Ljos Alf, vice-captain of the Loki Familia, as the most powerful mage in the land.
 
[Written by MAL Rewrite]"	12	J.C.Staff	PG-13 - Teens 13 or older	TV	Light novel	Action;Adventure;Fantasy
32924	Urara Meirochou	2017-01-06	7.1	2017	"Labyrinth Town is a legendary city composed of ten districts, home to witches and diviners alike. In the outermost district of this maze, many young girls begin training to join the ranks of the ""Urara,"" a group of women known far and wide for their ability to divine the answers to the world's most difficult questions. Chiya, a wild girl raised amongst the animals in the mountains, is invited to take her rightful place as a first rank urara. By joining them, she hopes to divine the location of her long-lost mother.

Chiya quickly makes three friends: studious Kon Tatsumi, aspiring witch Koume Yukimi, and reticent Nono Natsume. Armed with only their own ingenuity and a vague connection to the gods, they begin their journey in the way of the urara.

[Written by MAL Rewrite]"	12	J.C.Staff	PG-13 - Teens 13 or older	TV	4-koma manga	Comedy;Fantasy
32949	Kuzu no Honkai	2017-01-13	7.1	2017	"To the outside world, Hanabi Yasuraoka and Mugi Awaya are the perfect couple. But in reality, they just share the same secret pain: they are both in love with other people they cannot be with. 

Hanabi has loved her childhood friend and neighbor Narumi Kanai for as long as she can remember, so she is elated to discover that he is her new homeroom teacher. However, Narumi is soon noticed by the music teacher, Akane Minagawa, and a relationship begins to blossom between them, much to Hanabi's dismay. 

Mugi was tutored by Akane in middle school, and has been in love with her since then. Through a chance meeting in the hallway, he encounters Hanabi. As these two lonely souls spend more time together, they decide to use each other as a substitute for the one they truly love, sharing physical intimacy with one another in order to stave off their loneliness. 

[Written by MAL Rewrite]"	12	Lerche	R+ - Mild Nudity	TV	Manga	Drama;Romance
32951	Rokudenashi Majutsu Koushi to Akashic Records	2017-04-04	7.1	2017	"The Alzano Empire is home to one of the most distinguished magic schools in the world: the Alzano Imperial Magic Academy. Here, ambitious young students undergo training to become competent magicians. Sistine Fibel—a stern noble girl—and her bright-eyed best friend Rumia Tingel attend the Academy, determined to cultivate their magical skills.

However, their world is thrown for a loop when their favorite teacher suddenly retires and the enigmatic Glenn Radars replaces him. His lazy and indifferent attitude toward life and magic quickly puts him at odds with his class. What's more, nefarious forces hidden within the empire's walls start to become active, and Sistine, Rumia, and Glenn find themselves caught up in their schemes.

Rokudenashi Majutsu Koushi to Akashic Records follows Sistine, who is captivated by a mysterious floating Sky Castle; Rumia, who is haunted by a troubled past; and Glenn, who may be more than meets the eye. Though completely different on the surface, they are inexplicably bound together by a thread of fate.

[Written by MAL Rewrite]"	12	LIDENFILMS	R - 17+ (violence & profanity)	TV	Light novel	Action;Fantasy
33025	Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi	2016-11-04	7.1	2016	"The alien Wulgaru's last assault against humanity was foiled by the heroic actions of the genetically enhanced humans known as the Evolved Children in their advanced AHSMB battle armor, but now a new attack has been launched against Earth under an even deadlier champion, Diorna, created from the fusion of DNA from two Wulgaru Royals.

Unfortunately, Izuru Hitachi, the leader of Team Rabbits who defeated the Wulgaru Royal Jiart, is still out of action and recovering, so the task of marshalling the Majestic Princes and stopping Diorna falls upon the unready shoulders of Toshikazu Asagi. Together with the remaining members of Team Rabbits and the recently created Team Fawn, it’s up to Asagi to hold the line against the most ruthless adversary yet.


(Source: Anilist)"	1	Orange	PG-13 - Teens 13 or older	Movie	Manga	Action;Sci-Fi
33031	Shakunetsu no Takkyuu Musume	2016-10-04	7.1	2016	"In the world of Japanese ping pong, a mighty king has fallen. An underdog team suddenly breaks the indomitable Oudou Academy's nine year winning streak, creating a power vacuum as players everywhere are given hope that they too can reach the national tournament.

Suzumegahara Middle School is home to a small-time team: Hanabi Tenka, who has a rapid attack style; Hokuto Itsumo, who can predict the ball's most likely path; Agari Kamiya, famous for her signature backhand smash; vice-captain Mune Oomune, who has an aggressive playstyle; and team captain Kiruka Ushirode, who possesses an impenetrable defense. Despite their skill at ping pong, the team has never made it further than the local city tournaments.

But everything changes when transfer student Koyori Tsumujikaze arrives in town. Filled with an intense love of the game, she quickly makes a name for herself as another top player on the team. Koyori's positive attitude towards ping pong lights a fire in each of the girls' competitive hearts, and together they embark on a mission to win the national tournament.

[Written by MAL Rewrite]"	12	Kinema Citrus	PG-13 - Teens 13 or older	TV	Web manga	Sports
33033	Starmyu OVA	2016-07-27	7.1	2016	"After a successful Ayanagi Festival, Yuuta Hoshitani and the members of Team Ootori celebrate the beginning of a new year and their final semester as first years at Ayanagi Academy. However, with Itsuki Ootori expelled from the Kao Council, Team Ootori no longer qualifies as a Star Team. Stripped of their privileges, they also will not be allowed to participate in the upcoming graduation ceremony. Desperate to get their mentor back, Hoshitani and the others hatch a plan to convince the Kao Council to allow Ootori to reassume his former position.

[Written by MAL Rewrite]"	2	C-Station	PG-13 - Teens 13 or older	OVA	Original	Slice of Life
33491	Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?	2016-08-24	7.1	2016	An unaired episode 8.5 included with the third BD/DVD release.	1	8bit	PG-13 - Teens 13 or older	Special	Manga	Slice of Life
33713	Seihou Bukyou Outlaw Star Specials	1998-12-18	7.1	1998	Unaired episodes of Seihou Bukyou Outlaw Star included in the eighth and twelfth volumes of the VHS, designated as episodes 16 and 23.	2	Sunrise	R+ - Mild Nudity	Special	Manga	Action;Adventure;Comedy;Ecchi;Sci-Fi
33969	Shuangsheng Lingtan	2016-08-25	7.1	2016	"There is always more to the world than meets the eye. This is the motto that twin brothers Sun Xiaotu and Sun Xiaohu follow in their lives as paranormal investigators, where what may be terrifying to some is just another day at work. Normally, it is simple for them to separate their daily lives from their job, but when they go to investigate a seemingly typical haunting of a pair of twins, a series of bizarre events throw their perception of the supernatural world into question as they become a target of the hauntings themselves.

The further the brothers search for answers to the paranormal mysteries thrown at them, the hazier the lines between truth and fiction become. Through the challenging and sometimes dangerous adventures ahead, one question remains: what kind of secrets are the ghosts trying to hide from them, and are they already more connected to the spirits than they originally thought?

[Written by MAL Rewrite]"	20	B.CMAY PICTURES	R - 17+ (violence & profanity)	ONA	Manga	Mystery
34104	Knight's & Magic	2017-07-02	7.1	2017	"Having died in a car accident, Tsubasa Kurata—an otaku from modern Japan—is reborn in the Fremmevilla Kingdom, a medieval world where powerful mechs called Silhouette Knights are used to fight horrific demonic beasts.

Born into a noble family under the name of Ernesti Echevarria and bestowed with prodigious magical abilities, he enrolls into Royal Laihaila Academy. This school of magic trains young men and women on how to pilot the Silhouette Knights, prepping them to protect the kingdom from threats, both demonic and human. Ernesti teams up with the twins named Adeltrud and Archid Olter with the goal to create his own Silhouette Knight one day, a feat unheard of for several centuries.

[Written by MAL Rewrite]"	13	8bit	PG-13 - Teens 13 or older	TV	Light novel	Action;Fantasy
34106	Kyoukai no Rinne 3rd Season	2017-04-08	7.1	2017	The third season of Kyoukai no Rinne.	25	Brain's Base	PG-13 - Teens 13 or older	TV	Manga	Comedy;Supernatural
34152	Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaisha	2017-01-12	7.1	2017	"At Hope's Peak Academy, a school full of extraordinarily talented individuals, Nagito Komaeda is an ordinary boy with no special traits or interesting skills to speak of—except for his incredible unluckiness. Just walking to school in the morning leads to a number of unfortunate accidents, which only escalate as the day goes on. Despite this, Komaeda leads a relatively normal life and is satisfied with his modest slice of happiness.

But everything changes when a mysterious boy who declares himself the ""Destroyer of the World"" arrives to shatter this hopeless paradise.

[Written by MAL Rewrite]"	1	Lerche	R - 17+ (violence & profanity)	OVA	Visual novel	Action;Horror;Mystery
34176	Zero kara Hajimeru Mahou no Sho	2017-04-10	7.1	2017	"In a world of constant war between humans and witches, there exist the ""beastfallen""—cursed humans born with the appearance and strength of an animal. Their physical prowess and bestial nature cause them to be feared and shunned by both humans and witches. As a result, many beastfallen become sellswords, making their living through hunting witches.
 
Despite the enmity between the races, a lighthearted witch named Zero enlists a beastfallen whom she refers to as ""Mercenary"" to act as her protector. He travels with Zero and Albus, a young magician, on their search for the Grimoire of Zero: a powerful spell book that could be extremely dangerous in the wrong hands. During their journey, his inner kindness is revealed as he starts to show compassion and sympathy towards humans and witches alike, and the unlikely companions grow together.
 
[Written by MAL Rewrite]"	12	White Fox	PG-13 - Teens 13 or older	TV	Light novel	Action;Adventure;Fantasy
34209	Meiji Tokyo Renka	2019-01-09	7.1	2019	"Mei Ayazuki is just your ordinary, everyday high-school girl. That is until one night, when the moon is full and red, she’s transported through time to the Meiji Period by Charlie, a self-proclaimed magician.

She ends up in a strange, Meiji-era ‘Tokyo’ where the existence of ghosts is accepted. Led by Charlie, she finally arrives at the Rokumeikan. There, waiting for her to arrive, are the historical figures Ougai Mori, Shunsou Hishida, Otojirou Kawakami, Kyouka Izumi, Gorou Fujita, Yakumo Koizumi, and Tousuke Iwasaki.

Whilst interacting with these men, she discovers she is a Tamayori - someone who can see ghosts - a skill that is highly valued in the Meiji Period. Due to these powers, her relationship with the men begins to change… As she gets to know these handsome men in a new era she just can’t get used to, a love begins to grow within her.

Will Mei be able to return to her time? What will become of her love - a love that crosses the boundaries of time and space? 

(Source: Honey's Anime)"	12	TMS Entertainment	PG-13 - Teens 13 or older	TV	Visual novel	Romance;Supernatural
34290	Kirakira☆Precure A La Mode	2017-02-05	7.1	2017	"Cheerful teenager Ichika Usami has a passion for sweets that is inspired by her mother's baking. In celebration of her mother's return from overseas, she tries her hand at making a cake herself. She is interrupted when a dog-like fairy named Pekorin crashes into her kitchen. With Pekorin's help, Ichika successfully bakes her cake. Only then enters an imp named Gummy who bursts in and attempt to steal the cake's ""kirakiraru"", a magical power that gives sweets the ability to bring happiness.

Though Ichika initially offers her cake to Gummy in order to protect Pekorin, the fairy helps her realize how important the treat is and the love it represents. As the kirakiraru within Ichika's cake grows, it changes into a set of trinkets that transforms her into Cure Whip, a hero known as a Pretty Cure. Using her newfound powers, she goes on to battle kirakiraru thieves whenever they appear. Ichika fights to protect Ichigozaka's sweets and finds colorful new allies along the way.

[Written by MAL Rewrite]"	49	Toei Animation	G - All Ages	TV	Original	Action;Gourmet
34325	Pokemon XY&Z Specials	2016-11-03	7.1	2016	"Professor Sycamore and Alexa explore some ruins, where they discover a stone statue of a woman named Aila, and a legend emerges. A collection of Kalos records reveals that Aila's true love, Jan, attempted to vanquish the Destruction Pokémon Yveltal. When he failed, the land was drained of all life as Yveltal became a cocoon and turned Aila to stone.

Jan continued his quest, seeking out the Life Pokémon Xerneas to replenish the barren land—although it couldn't save Aila. When Kalos seemed hopelessly out of balance, the Order Pokémon Zygarde appeared to restore it, and Jan remained at Aila’s side as the cycle of life and destruction continued. 

(Source: Builbapedia)"	2	OLM	PG - Children	Special	Game	Action;Adventure;Comedy;Fantasy
34350	Alice to Zouroku	2017-04-02	7.1	2017	"Sana is not an ordinary little girl; she possesses a special ability known as ""Alice's Dream."" Due to her power, which allows her to create anything from her imagination, all that she knows is the laboratory where she is a test subject. Wishing to experience the outside world, she escapes and meets a stubborn old florist named Zouroku Kashimura in a convenience store. All too soon, her pursuers catch up and Zouroku is roped into Sana's troubles.

However, far from trying to distance himself, Zouroku extends a hand to help Sana. Following his values and sense of justice, he even gives the pursuers a piece of his mind! Zouroku then offers Sana a place to stay, beginning the daily life and struggles of the unlikely duo.

[Written by MAL Rewrite]"	12	J.C.Staff	PG-13 - Teens 13 or older	TV	Manga	Adventure;Mystery
34465	Ao no Exorcist: Kyoto Fujouou-hen OVA	2017-04-04	7.1	2017	"Bundled with the 19th and 20th volumes of the Ao no Exorcist manga.

The first episode is based on the second chapter of the second Ao no Exorcist novel Home Sweet Home.

The second episode is based on the title chapter from the Ao no Exorcist: Spy Game novel."	2	A-1 Pictures	PG-13 - Teens 13 or older	OVA	Manga	Action;Supernatural
34607	Lostorage Conflated WIXOSS	2018-04-07	7.1	2018	"Tensions from the Selector battles have seemingly vanished, and the remaining participants have quickly put the entire ordeal behind them. However, Kiyoi Mizushima feels that the conflict has yet to end. Despite Kou Satomi's defeat, his supporters are already attempting to revive his plans in the background.

It does not take long for Mizushima's suspicions to be confirmed true. Not only does the Selector battle system reemerge, but also a new mechanic has been implemented. Players receive a special key card that will unlock with gold coins, releasing a hidden power. Aware of the formidable foes that lie ahead, Mizushima begins to seek out skilled allies in her endeavor to finally break the cycle of darkness.

[Written by MAL Rewrite]"	12	J.C.Staff	R - 17+ (violence & profanity)	TV	Card game	Suspense
34642	Shingeki no Bahamut: Genesis - Short Story	2016-12-28	7.1	2016	"The first short story focuses on Favaro and Kaiser between the events of the first and second series as they visit Favaro's home village. 

The second short story shows Kaiser as a knight commander sparring with Jeanne, and sharing the reasons they remained as Orleans Knights in the aftermath of the final battle against Bahamut."	2	MAPPA	PG-13 - Teens 13 or older	ONA	Game	Action;Adventure;Fantasy
34747	Meikoku Gakuen: Jutai-hen	2017-04-28	7.1	2017	Based on the game by Lune.	2	T-Rex	Rx - Hentai	OVA	Visual novel	Hentai
34870	BanG Dream! Asonjatta!	2017-11-22	7.1	2017	Unaired episode included with the 7th Blu-ray volume of BanG Dream!.	1	Xebec	PG-13 - Teens 13 or older	Special	Mixed media	Slice of Life
35000	To LOVE-Ru: Multiplication - Mae kara Ushiro kara	2017-11-02	7.1	2017	"On what would typically be another ordinary day, Lala Satalin Deviluke takes one of her recent inventions—a robotic cat with cloning powers—to school for a chance to show it to Rito Yuuki. Upon accidentally touching the gadget, Rito begins repeatedly duplicating himself, and the school is soon entirely overrun by a horde of his clones.

The only way to deactivate the cat is to hold its tail; however, its agility makes this a challenge. Will Rito's army of himself be able to catch it, or will the Earth be flooded by an unstoppable wave of duplicates?

[Written by MAL Rewrite]"	1	Xebec	R+ - Mild Nudity	OVA	Manga	Comedy;Ecchi;Romance;Sci-Fi
35834	Angolmois: Genkou Kassenki	2018-07-11	7.1	2018	The year is 1274. After conquering most of the known world, the Mongols turn their sights on Japan and their first step on the road to a full invasion of the mainland is taking Tsushima Island. Kuchii Jinzaburou and a group exiles are sent by the Kamakura Shogunate to the island at the request of Princess Teruhi. There they will face overwhelming odds and the fate of Tsushima will be decided!	12	NAZ	R - 17+ (violence & profanity)	TV	Web manga	Action;Drama
35847	SSSS.Gridman	2018-10-07	7.1	2018	"Yuuta Hibiki wakes up in the room of Rikka Takarada and notices two things: he has no memories, and he can hear a mysterious voice calling his name from a nearby room. On further inspection, he finds a robot—which introduces itself as Hyper Agent Gridman—behind the screen of an old computer. Much to Yuuta's surprise, Rikka cannot hear Gridman, nor can she see the ominous monsters looming over a thick fog as it envelopes the town outside.

Another giant monster materializes in the city and proceeds to wreak havoc. Amidst the confusion, Yuuta is once again drawn to the old computer and merges with Gridman. Suddenly, he appears in the middle of the battle and is forced to fight the monster. Together with Rikka and fellow classmate Shou Utsumi, Yuuta forms the ""Gridman Alliance"" to defeat the monsters plaguing the city and find whoever is responsible for their emergence.

[Written by MAL Rewrite]"	12	Trigger	PG-13 - Teens 13 or older	TV	Original	Action;Award Winning;Sci-Fi
35946	Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito	2018-08-18	7.1	2018	"In search of a mystical ingredient known as Sky Fish, Meliodas and Hawk stumble upon a spring that suddenly transports them to the Sky Temple: a breathtaking land above the clouds, inhabited by beings called Celestials. Meliodas, however, looks strikingly similar to a local criminal called Solaad, and is imprisoned and shunned as a result. Meanwhile, the kingdom of the Sky Temple prepares to defend the Great Oshiro's seal—said to harbour a three thousand-year-old evil—from the malevolent Six Knights of Black, a group of demons who seek to destroy the seal. However, the Demon Clan is successfully unleashed and terrorizes the land, prompting the remaining Seven Deadly Sins and the Celestials to fight against their wicked foes. 

The battle progresses well, until one of the Six Knights awakens an ""Indura of Retribution,"" an uncontrollable beast from the Demon Realm. With its overwhelming strength and sinister power, the Seven Deadly Sins and Celestial beings must now work together to defeat the creature that threatens their very existence.

[Written by MAL Rewrite]"	1	A-1 Pictures	PG-13 - Teens 13 or older	Movie	Manga	Action;Adventure;Fantasy
36144	Garo: Vanishing Line	2017-10-07	7.1	2017	"Corruption looms over the prosperous Russell City, where manifestations of negative emotions called Horrors cause chaos and mayhem. The Makai Order is the last bastion of hope against these unholy creatures. Using several small businesses as fronts, they deploy powerful Makai Knights and magical Makai Alchemists to combat the Horror threat. 

Within this secretive order, the highest rank of Golden Knight has been bestowed upon a large, powerful man named Sword, granting him use of the Garo armor and blade. He alone knows of a plot that threatens the entire Makai Order, with his only hint being the phrase “El Dorado."" While fighting a Horror, he encounters Sophia ""Sophie"" Hennis, a teenage girl whose brother's disappearance years ago is also linked to the same phrase. The two agree to work together to uncover the truth behind ""El Dorado"" and the disappearance of Sophie's brother.

[Written by MAL Rewrite]"	24	MAPPA	R - 17+ (violence & profanity)	TV	Original	Action;Fantasy
36775	Wo Shi Jiang Xiaobai	2017-11-09	7.1	2017	"Ten years ago, Jiang Xiaobai lost all his memories due to a traumatic event he no longer remembers. Now working as a trainee in Editorial Office No.2 of Wen Zheng Magazine, a literary periodical based in Chongqing, he is excited to begin a new chapter of his life: in two days, he finishes his probationary period and officially starts his job as an editor. He gives no thought to his recurring dream of a girl whose face can never clearly see.

That evening, one of Jiang Xiaobai's seniors passes him the task of rushing to the airport to escort the idiosyncratic rising author Tong Li, who has returned from America to launch her first serialized novel in Chinese. As punishment for this senior reneging on his own duties, Jiang Xiaobai replaces him as Tong Li's new editor. Though they get off to a rough start, Tong Li soon recognizes Jiang Xiaobai as someone precious from her high school days. Before they know it, the wheels of fate are set in motion, as Jiang Xiaobai slowly uncovers clues about a long-forgotten girl from his past.

[Written by MAL Rewrite]"	12	2:10 Animation	PG-13 - Teens 13 or older	ONA	Original	Drama;Romance
36800	Amanchu! Advance	2018-04-07	7.1	2018	Second season of Amanchu!.	12	J.C.Staff	PG-13 - Teens 13 or older	TV	Manga	Slice of Life
36906	Jashin-chan Dropkick	2018-07-10	7.1	2018	"The demon Jashin-chan has been summoned to Earth by Yurine Hanazono, a girl with a knack for the occult. Unfortunately, Yurine does not actually know how to send Jashin-chan back to Hell. Now stuck on Earth, she must live at Yurine's apartment as her familiar.

The only way for Jashin-chan to return would be to kill her summoner, but this is easier said than done for the incompetent demon. Since Jashin-chan is immortal and can regenerate her body, Yurine does not hold back in attacking her with a range of weapons, punishing her in gruesome manners for her evil schemes. Jashin-chan is also often visited by her demon friends: the kindhearted Gorgon Medusa and the energetic minotaur Minosu, who seem much more well-behaved in contrast, and disapprove of her plans to kill Yurine.

Jashin-chan Dropkick is a comedy focusing on these two reluctant roommates and their bizarre antics as they get by with their cat-and-mouse relationship.

[Written by MAL Rewrite]"	11	Nomad	PG-13 - Teens 13 or older	TV	Web manga	Comedy;Supernatural
36950	Yuragi-sou no Yuuna-san OVA	2018-07-04	7.1	2018	"Bundled with the 11th, 12th, 13th and 24th volumes of the Yuragi-sou no Yuuna-san manga. The first episode will adapt the manga's 12th chapter. 

The last OVA will adapt the 99th chapter of the manga, ""Noroware no Kogarashi,"" and the 141st chapter, ""Giri Giri!? Onsen Happening."""	4	Xebec	R+ - Mild Nudity	OVA	Manga	Comedy;Ecchi;Romance;Supernatural
37126	Nobunaga no Shinobi: Anegawa Ishiyama-hen	2018-04-07	7.1	2018	Third season of the Nobunaga no Shinobi series.	26	TMS Entertainment	PG-13 - Teens 13 or older	TV	4-koma manga	Comedy
37304	K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai	2018-09-01	7.1	2018	"Sukuna Gojo is a boy who ran away from his wealthy home after becoming disgusted by his controlling parents. Since then, he's been surviving alone on the streets using an SNS app called JUNGLE, which grants its user unnatural power and abilities.

(Source: TubiTV)"	1	GoHands	PG-13 - Teens 13 or older	Movie	Manga	Action
37396	Shikioriori	2018-08-04	7.1	2018	"The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities, Shikioriori follows the loss of youth and the daunting realization of adulthood. 

Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. Within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth. 

[Written by MAL Rewrite]"	3	CoMix Wave Films	PG-13 - Teens 13 or older	Movie	Original	Drama;Romance
37451	Boogiepop wa Warawanai (2019)	2019-01-04	7.1	2019	"Hushed exchanges among the female student populace of Shinyo Academy center around an enigmatic supernatural entity. This entity is Boogiepop, a Shinigami who is rumored to murder people at the height of their beauty before their allure wanes. Few know of his true nature: a guardian who, between periods of dormancy, manifests as the alter ego of a high school girl named Touka Miyashita to fend off ""the enemies of the world."" Now, a string of mysterious disappearances—presumed by the school to be merely runaways—has caused Boogiepop to awaken. But somewhere in the academy, a menacing creature hides, waiting for its opportune moment to strike.

Boogiepop wa Warawanai subtly explores the intrinsic associations between human beings and their perception of time, while delving into its characters' complex relationships, emotions, memories, and pasts.

[Written by MAL Rewrite]"	18	Madhouse	R - 17+ (violence & profanity)	TV	Light novel	Avant Garde;Drama;Horror;Mystery;Supernatural;Suspense
37578	Planet With	2018-07-08	7.1	2018	"According to the theories of oneiromancy, dreams of dragons represent the struggle of losing yourself to your own anger. Fittingly, Souya Kuroi wakes up from a nightmare of a massive dragon destroying everything around him in a blaze of rainbow colored light. After being told that he lost his parents and memory in a strange accident, the waking world becomes another nightmare in itself. With this dream being his only memory, he has no choice but to be taken care of by his two strange guardians: the spunky and energetic maid Ginko, and a huge cat known only as ""Sensei.""

His new life is turned upside down when the denizens of Saromisaka City are beset by a teddy bear-shaped UFO. When military power proves to be ineffective, seven mysterious people rise up to fight off the monstrosity. These heroes destroy the invader in a flurry of rainbow colored lights, the very same lights that Souya saw in his nightmare.

With the alien threat repelled, these seven strangers find themselves facing a new adversary: Souya. Swearing vengeance upon the people who decimated his old life, he begins his crusade against these ""heroes"" and becomes embroiled in a struggle of galactic proportions.

[Written by MAL Rewrite]"	12	J.C.Staff	PG-13 - Teens 13 or older	TV	Original	Action;Sci-Fi
37579	Tonari no Kyuuketsuki-san	2018-10-05	7.1	2018	"Rumors tell about an ageless girl who only comes out at night, living in a mansion in the middle of the forest. Some say that she is a living doll with a soul. Upon hearing these rumors, Akari Amano seeks out this girl, only to find herself lost as she treks through the woods amidst the darkness.

A vampire named Sophie Twilight saves her, turning out to be the rumored girl. However, unlike the vampires told in myths, Sophie does not attack humans and instead orders her blood online. Akari instantly becomes charmed with her doll-like appearance and proceeds to abruptly move in with her, thus starting their life together.

[Written by MAL Rewrite]"	12	Studio Gokumi	PG-13 - Teens 13 or older	TV	4-koma manga	Comedy;Supernatural
37826	Osake wa Fuufu ni Natte kara: Yuzu Atsukan	2018-10-06	7.1	2018	"The Osake wa Fuufu ni Natte kara talk event at the Machi★Asobi vol. 20 event announced that the short series will receive a 14th episode. 

(Source: MAL News)"	1	Creators in Pack	PG-13 - Teens 13 or older	ONA	Web manga	Comedy;Gourmet;Romance
37916	Uma Musume: Pretty Derby - BNW no Chikai	2018-12-19	7.1	2018	Special episodes included with the fourth volume of Uma Musume: Pretty Derby Blu-ray release.	3	P.A. Works	PG-13 - Teens 13 or older	Special	Game	Sports
38034	Tiny Evil	2018-09-28	7.1	2018	"In a last-ditch effort to lose his virginity and die right after, Takeshi draws a demonic circle in hopes of summoning a succubus to wring him dry. He successfully calls upon one named Miyu, however, she is also a virgin—completely inexperienced with her sole purpose. While Miyu's best efforts to please Takeshi to the point of killing him are not fully effective, perhaps the unity of these two virgins can help them realize their true destinies. 

Meanwhile, a man named Shuu has recently moved to a new apartment where he notices a blonde doll sitting above his closet. Following the decision to take care of it out of fear that a curse will befall him if he disposes of it instead, he finds himself brimming with good luck. Eventually, the doll assumes a human form and introduces herself as Nina. As if things could not get any better, she promptly proceeds to alleviate Shuu's sexual desires.

[Written by MAL Rewrite]"	4	Majin	Rx - Hentai	OVA	Manga	Hentai;Supernatural
38198	Nanatsu no Taizai: Eiyuu-tachi wa Hashagu	2018-11-16	7.1	2018	OVA bundled with the 34th volume of the manga.	1	A-1 Pictures	PG-13 - Teens 13 or older	OVA	Manga	Action;Adventure;Fantasy
38292	Mutafukaz	2018-10-12	7.1	2018	"After a scooter accident provoked by a mysterious woman's vision, Angelino, a deadbeat like thousands of others in Dark Meat City, starts getting violent migraines that are accompanied by strange hallucinations. Along with his good buddy Vinz, he tries to figure out what's happening to him while threatening men in black seem determined to catch him.

(Source: Annecy)"	1	Studio 4°C	R - 17+ (violence & profanity)	Movie	Manga	Action;Sci-Fi
38891	Sora no Method: Mou Hitotsu no Negai	2019-10-11	7.1	2019	"The official website of Sora no Method (Celestial Method) announced a new episode for the anime series. The episode will feature a new character.

(Source: MAL News)"	1	Studio 3Hz	PG-13 - Teens 13 or older	ONA	Original	Comedy;Fantasy
38895	Double Decker! Doug & Kirill: Extra	2019-02-10	7.1	2019	"During the final episode pre-screening event on Friday, it was announced that Double Decker! Doug &amp; Kirill TV anime will get three extra episodes. Titled Double Decker! Doug &amp; Kirill: Extra, the three episodes will be streamed via Bandai Channel and other streaming websites between February and April 2019. The Blu-ray and DVD for the extra episodes will also be released on May 24, 2019.

(Source: MAL News)"	3	Sunrise	R - 17+ (violence & profanity)	Special	Original	Action;Comedy;Mystery;Sci-Fi
38918	Shaonian Ge Xing	2018-12-26	7.1	2018	Wangyou, Master of Hanshui Temple died mysteriously and when the news about a golden coffin spreads throughout the world, it triggered disputes between the World of Martial arts. Join a group of youths, Lei Wujie, Xiao Se, Tang Lian, Sikong Qianluo, Heavenly Maiden Rui in their adventure as the mystery of the golden coffin unravels.	26	CG Year	PG-13 - Teens 13 or older	ONA	Novel	Action;Adventure;Mystery
